car_id,car_type,date_start,start_soc,end_soc,charge_quan,charge_time,charge_speed,charge_power_quan,mileage,current_avg,volt_avg,extern_temp_avg,soc_avg,battery_module1_temp_avg,charge_power_per_hour,accum_mileage,temperature_avg,wind_speed_avg,humidity_avg,rainfall_avg,snowfall_avg,traffic_volume_avg,air_co_avg,air_no2_avg,air_o3_avg,air_pm10_avg,air_pm25_avg,air_so2_avg
M2210703644,EV6,2021-11-26 15:11:43,37.5,59.0,21.5,871,88.8633754305396,18.199999999999932,,-145.20999999999998,742.45,10.0,49.7,16.9,75.22388059701464,,5.3,3.0,62.0,0.0,,2934455.0,,,,,,
M2210703644,EV6,2021-11-26 15:26:24,64.5,78.0,13.5,440,110.45454545454545,11.900000000000091,,-163.41666666666666,787.475,10.0,72.04166666666667,25.666666666666668,97.3636363636371,,5.3,3.0,62.0,0.0,,2934455.0,,,,,,
M2210703644,EV6,2021-12-14 18:52:40,29.5,70.5,41.0,2852,51.7531556802244,34.40000000000009,,-83.20967741935482,729.8822580645161,6.0,48.193548387096776,17.241935483870968,43.42215988779815,,5.758064516129035,1.4741935483870976,79.45161290322581,0.0,,2457964.0,,,,,,
M2210703644,EV6,2021-12-16 16:00:01,44.5,66.0,21.5,941,82.2529224229543,18.299999999999955,,-125.72857142857141,740.4380952380952,11.0,53.642857142857146,17.476190476190474,70.01062699256094,,9.3,2.3,38.0,,,2510617.0,,,,,,
M2210703644,EV6,2021-12-16 16:16:02,71.0,85.5,14.5,841,62.06896551724138,12.799999999999955,,-124.80000000000004,786.9857142857144,11.0,78.07142857142857,25.857142857142858,54.791914387633575,,9.3,2.3,38.0,,,2510617.0,,,,,,
M2210703644,EV6,2021-12-18 16:44:32,23.5,57.0,33.5,1822,66.19099890230515,27.59999999999991,,-80.55348837209303,719.2162790697676,0.0,38.627906976744185,13.0,54.533479692645265,,-2.90232558139535,1.2837209302325583,86.48837209302326,,2.7418604651162792,2402093.0,,,,,,
M2210703644,EV6,2021-12-18 18:16:17,44.5,70.0,25.5,2002,45.854145854145855,21.5,,-72.70625,735.2729166666667,-4.0,56.302083333333336,18.5,38.66133866133866,,-3.399999999999999,2.1999999999999997,88.0,1.5999999999999999,3.100000000000001,2402093.0,,,,,,
M2210703644,EV6,2021-12-24 16:29:25,52.5,94.5,42.0,3482,43.4233199310741,36.700000000000045,,-69.22,771.56125,1.0,75.8375,18.8875,37.94371051120051,,1.0087499999999998,3.27625,76.625,,,2819484.0,,,,,,
M2210703644,EV6,2021-12-28 18:09:25,55.5,81.0,25.5,1963,46.7651553744269,21.90000000000009,,-62.37021276595746,761.2617021276598,0.0,69.62765957446808,12.574468085106384,40.16301579215503,,-1.0,2.4,61.0,,,2472715.0,,,,,,
M2210703644,EV6,2022-02-08 14:55:26,40.5,59.0,18.5,1842,36.156351791530945,15.399999999999864,,-42.727450980392156,723.5333333333333,5.0,49.411764705882355,14.019607843137255,30.097719869706573,,4.921568627450981,2.5411764705882347,29.470588235294116,,,2374811.0,,,,,,
M2210703644,EV6,2022-02-08 16:11:02,54.5,96.5,42.0,2673,56.56565656565657,37.40000000000009,,-88.20506329113925,782.4721518987341,4.0,79.77215189873418,23.79746835443038,50.370370370370495,,5.3,2.8999999999999995,27.0,,,2374811.0,,,,,,
M2210703644,EV6,2022-02-11 13:00:23,49.5,66.5,17.0,1881,32.535885167464116,14.599999999999909,,-41.02619047619048,735.5809523809523,7.0,56.964285714285715,13.833333333333334,27.94258373205724,,7.700000000000004,1.800000000000001,41.0,,,2678129.0,,,,,,
M2210703644,EV6,2022-02-12 15:47:55,27.0,54.0,27.0,3370,28.84272997032641,21.700000000000045,,-34.34166666666667,709.6347222222222,8.0,39.416666666666664,17.84722222222222,23.181008902077203,,10.105555555555558,3.105555555555555,24.291666666666668,,,2576021.0,,,,,,
M2210703644,EV6,2022-02-13 19:00:33,27.5,46.5,19.0,1741,39.28776565192418,15.400000000000091,,-45.3575,710.1775,6.775,38.0375,16.575,31.843767949454524,,6.200000000000001,1.6999999999999997,38.0,,,2180595.0,,,,,,
M2210703644,EV6,2022-02-16 17:07:56,29.0,53.0,24.0,1971,43.83561643835616,19.5,,-51.72391304347825,717.7739130434783,-3.0,41.858695652173914,9.369565217391305,35.61643835616438,,-5.0,3.600000000000002,37.0,,,2352441.0,,,,,,
M1200607370,IONIQ5,2022-05-31 23:53:57,62.0,96.5,34.5,2882,43.09507286606523,28.600000000000364,,-49.885121107266436,730.9110726643598,16.0,81.78200692041523,22.764705882352942,35.72519083969512,,18.66401384083045,0.9640138408304499,41.8719723183391,,,2499125.705882353,0.29999999999999993,0.01884878892733564,0.04787197231833909,22.0,8.7439446366782,0.0033000000000000004
M1200607347,IONIQ5,2022-05-31 23:54:52,47.5,91.0,43.5,2891,54.168107921134556,35.69999999999982,,-60.27724137931035,715.6968965517242,19.0,70.81206896551724,28.49310344827586,44.45520581113779,,18.653448275862065,0.9534482758620692,41.89310344827586,,,2491069.272413793,0.3,0.018857241379310347,0.04789310344827585,22.0,8.786206896551723,0.0033000000000000004
M2210703684,NIRO,2022-06-01 06:26:21,7.5,82.0,74.5,3885,69.03474903474903,53.0,,-146.3477142857143,378.92599999999993,20.0,50.581428571428575,32.88285714285714,49.11196911196911,,16.843714285714288,1.1482857142857144,50.0,,,2450314.0,0.29999999999999993,0.0189,0.047999999999999994,22.0,9.0,0.003300000000000001
M2210703604,NIRO,2022-06-01 06:54:58,28.0,77.0,49.0,2372,74.36762225969645,35.40000000000009,,-144.32689075630253,380.73655462184877,20.0,53.79621848739496,29.54621848739496,53.72681281618901,,17.256722689075637,1.2609243697478998,50.0,,,2450314.0,0.2999999999999999,0.018899999999999997,0.04800000000000001,22.0,9.0,0.0033
M1200607382,IONIQ5,2022-06-01 07:11:22,30.5,81.0,50.5,1870,97.2192513368984,40.40000000000009,,-132.13292682926826,704.6054878048782,19.0,56.670731707317074,28.798780487804876,77.77540106951889,,17.400000000000006,1.3,50.0,,,2450314.0,0.3,0.018899999999999997,0.04799999999999999,22.0,9.0,0.003300000000000001
M1200606104,KONA,2022-06-01 07:44:02,55.5,93.0,37.5,4360,30.96330275229358,28.59999999999991,,-62.082959641255606,397.17690582959636,20.0,77.76532137518684,27.677628300946687,23.614678899082495,,19.881714000996514,1.6877678126557054,45.34678624813154,,,2450314.0,0.2999999999999999,0.0189,0.04800000000000001,22.0,9.0,0.003299999999999999
M1200606114,KONA,2022-06-01 08:27:39,66.5,96.5,30.0,3762,28.708133971291865,21.800000000000182,,-57.124322559582104,403.0398628795299,21.0,84.54864511916422,26.46718903036239,20.86124401913893,,21.871563826314063,1.7510936989879204,42.53281096963761,,,2450314.0,0.29999999999999993,0.0189,0.048,22.0,9.0,0.0033000000000000004
M2210703700,NIRO,2022-06-01 08:32:36,36.0,75.0,39.0,2381,58.96682066358673,28.0,,-115.99230769230769,374.20295857988174,16.0,50.07988165680474,23.005917159763314,42.33515329693407,,20.938461538461535,1.78698224852071,43.6094674556213,,,2450314.0,0.29999999999999993,0.018899999999999997,0.04799999999999999,22.0,9.0,0.0033000000000000004
M1200607582,NIRO,2022-06-01 08:51:11,84.0,92.0,8.0,1651,17.44397334948516,6.0,,-32.92121212121212,401.9,23.0,88.81515151515151,24.0,13.08298001211387,,22.380606060606056,1.731515151515151,41.945454545454545,,,2450314.0,0.3,0.018899999999999997,0.04799999999999999,22.0,9.0,0.0033000000000000013
M2210703737,NIRO,2022-06-01 09:05:03,10.0,96.5,86.5,7713,40.37339556592765,62.09999999999991,,-76.8268357810414,386.67356475300403,24.0,65.16355140186916,33.10146862483311,28.984830805134145,,24.255273698264354,2.1688918558077432,37.21628838451269,,,2450314.0,0.29999999999999993,0.018899999999999997,0.048,22.0,9.0,0.0033000000000000004
M2210703845,EV6,2022-06-01 09:35:59,23.0,46.5,23.5,1691,50.029568302779424,19.0,,-58.42278481012658,707.4632911392406,25.0,35.18354430379747,26.632911392405063,40.44943820224719,,23.54430379746835,1.872151898734177,39.70886075949367,,,2450314.0,0.30000000000000004,0.018899999999999993,0.048,22.0,9.0,0.0033000000000000013
M1200606103,KONA,2022-06-01 10:02:54,41.5,96.5,55.0,4844,40.87530966143683,39.600000000000364,,-77.38887965080025,397.76241945541466,20.0,76.2276034088547,29.285387653294535,29.430222956234786,105345.0,25.239929328621916,2.5586572438162545,33.82685512367491,,,2450314.0,0.29999999999999993,0.0189,0.047999999999999994,22.0,9.0,0.0033
M2210703914,IONIQ5,2022-06-01 11:12:27,30.0,88.0,58.0,2382,87.6574307304786,47.100000000000364,,-100.84958333333334,711.4675000000001,23.0,62.54375,31.908333333333335,71.18387909319954,,26.300000000000008,2.7000000000000006,31.0,,,2450314.0,0.29999999999999993,0.018899999999999997,0.04800000000000001,22.0,9.0,0.003299999999999999
M2210703774,IONIQ5,2022-06-01 11:32:38,76.5,87.5,11.0,781,50.70422535211268,9.399999999999636,,-62.587341772151895,737.2240506329115,21.0,83.16455696202532,22.658227848101266,43.329065300894605,,26.300000000000004,2.699999999999999,31.0,,,2450314.0,0.30000000000000004,0.018899999999999993,0.048,22.0,9.0,0.0033000000000000013
M1200607261,IONIQ5,2022-06-01 11:35:47,80.5,92.5,12.0,1001,43.15684315684316,10.199999999999818,,-51.57549019607844,738.6764705882352,23.0,86.67156862745098,24.15686274509804,36.68331668331603,,26.30000000000002,2.6999999999999993,31.0,,,2450314.0,0.3,0.018899999999999997,0.048,22.0,9.0,0.0033000000000000013
M1200607391,IONIQ5,2022-06-01 11:46:03,21.5,88.0,66.5,4003,59.805146140394704,52.400000000000546,,-68.4313432835821,692.5231343283582,27.0,54.983830845771145,32.43781094527363,47.124656507619775,,27.246268656716417,3.2519900497512433,24.691542288557216,,,2450314.0,0.29999999999999993,0.0189,0.048,22.0,9.0,0.0033
M2210703784,IONIQ5,2022-06-01 12:11:46,75.0,95.5,20.5,1572,46.94656488549619,17.5,,-60.63506493506494,742.138961038961,27.0,87.27272727272727,29.441558441558442,40.0763358778626,,27.5,3.3999999999999995,23.0,,,2450314.0,0.3,0.018899999999999997,0.047999999999999994,22.0,9.0,0.0033000000000000004
